Sensor_1,Sensor_2,Sensor_3,Sensor_4,Sensor_5,Sensor_6,Sensor_7,Sensor_8,Sensor_9,Sensor_10,Sensor_11,Sensor_12,Sensor_13,participant_id,posture
2.13,2.15,2.66,2.69,2.9,3.59,0.9,3.03,0.0,4.69,3.25,6.05,5.05,02,leaning-right
2.15,2.13,2.7,2.67,2.92,3.63,0.9,3.04,0.01,4.64,3.26,6.05,4.99,02,leaning-right
2.09,2.09,2.71,2.74,2.89,3.59,0.89,2.99,0.0,4.59,3.25,6.05,4.95,02,leaning-right
2.14,2.14,2.66,2.7,2.92,3.61,0.93,3.08,0.01,4.72,3.28,6.1,4.99,02,leaning-right
2.19,2.14,2.65,2.67,2.95,3.58,0.9,3.04,0.01,4.66,3.25,6.14,5.05,02,leaning-right
2.14,2.14,2.64,2.69,2.88,3.58,0.88,3.03,0.0,4.61,3.25,6.1,4.99,02,leaning-right
2.13,2.15,2.67,2.71,2.99,3.7,0.91,3.06,0.0,4.64,3.24,6.05,5.05,02,leaning-right
2.11,2.14,2.65,2.74,2.95,3.64,0.91,3.06,0.01,4.69,3.24,6.1,5.01,02,leaning-right
2.15,2.16,2.64,2.7,2.9,3.59,0.91,3.03,0.0,4.66,3.26,6.18,5.1,02,leaning-right
2.11,2.11,2.67,2.71,2.95,3.61,0.93,2.97,0.01,4.59,3.19,6.18,5.07,02,leaning-right
2.09,2.11,2.67,2.7,2.92,3.64,0.91,3.04,0.0,4.66,3.25,6.05,4.99,02,leaning-right
2.11,2.11,2.63,2.7,2.91,3.59,0.9,3.03,0.0,4.69,3.26,6.18,5.1,02,leaning-right
2.11,2.15,2.63,2.7,2.9,3.55,0.9,3.06,0.0,4.69,3.21,6.1,5.01,02,leaning-right
2.11,2.16,2.63,2.63,2.94,3.59,0.91,3.01,0.01,4.72,3.21,6.1,5.01,02,leaning-right
2.11,2.14,2.65,2.69,2.91,3.64,0.95,2.99,0.03,4.78,3.24,6.14,5.01,02,leaning-right
2.17,2.16,2.66,2.74,2.91,3.63,0.94,3.1,0.0,4.66,3.24,6.18,5.07,02,leaning-right
2.11,2.14,2.65,2.75,2.9,3.59,0.9,3.05,0.0,4.64,3.19,6.1,5.01,02,leaning-right
2.15,2.13,2.69,2.74,2.91,3.67,0.93,3.05,0.0,4.72,3.25,6.18,5.1,02,leaning-right
2.11,2.15,2.66,2.74,2.94,3.63,0.94,3.06,0.01,4.78,3.17,6.01,5.05,02,leaning-right
2.14,2.15,2.69,2.66,2.94,3.59,0.91,3.04,0.0,4.69,3.25,6.18,5.05,02,leaning-right
2.08,2.1,2.66,2.74,2.92,3.59,0.9,3.11,0.0,4.72,3.26,6.18,5.07,02,leaning-right
2.14,2.13,2.65,2.7,2.95,3.59,0.91,3.08,0.0,4.66,3.24,6.1,5.1,02,leaning-right
2.13,2.11,2.63,2.7,2.92,3.59,0.93,3.03,0.0,4.66,3.24,6.1,5.01,02,leaning-right
2.15,2.14,2.69,2.69,2.97,3.66,0.93,3.04,0.01,4.72,3.24,6.1,5.01,02,leaning-right
2.15,2.16,2.66,2.7,2.89,3.58,0.95,3.04,0.01,4.72,3.14,6.01,5.05,02,leaning-right
2.14,2.13,2.63,2.71,2.9,3.66,0.93,2.99,0.0,4.8,3.25,6.14,5.05,02,leaning-right
2.1,2.1,2.64,2.74,2.9,3.63,0.94,3.04,0.0,4.69,3.25,6.14,5.05,02,leaning-right
2.11,2.13,2.61,2.71,2.91,3.55,0.91,3.03,0.0,4.69,3.24,6.1,5.01,02,leaning-right
2.15,2.14,2.6,2.66,2.99,3.72,0.93,3.05,0.0,4.66,3.24,6.05,5.01,02,leaning-right
2.1,2.09,2.63,2.71,2.95,3.59,0.9,3.05,0.0,4.61,3.26,6.18,4.95,02,leaning-right
2.11,2.06,2.64,2.75,2.94,3.58,0.9,3.04,0.0,4.69,3.26,6.18,4.99,02,leaning-right
2.17,2.14,2.64,2.72,2.94,3.63,0.94,3.13,0.0,4.72,3.3,6.14,4.93,02,leaning-right
2.14,2.11,2.65,2.66,2.95,3.63,0.93,3.04,0.0,4.69,3.24,6.1,5.05,02,leaning-right
2.09,2.13,2.63,2.7,2.91,3.63,0.9,3.04,0.01,4.66,3.26,6.22,5.1,02,leaning-right
2.15,2.13,2.63,2.75,2.97,3.67,0.9,3.08,0.01,4.75,3.24,6.18,5.07,02,leaning-right
2.13,2.11,2.63,2.66,2.96,3.58,0.9,3.05,0.0,4.75,3.24,6.14,5.01,02,leaning-right
2.11,2.11,2.63,2.71,2.92,3.59,0.9,3.08,0.01,4.8,3.2,6.1,5.01,02,leaning-right
2.17,2.15,2.65,2.69,2.9,3.64,0.91,3.05,0.01,4.8,3.24,6.14,4.99,02,leaning-right
2.15,2.14,2.63,2.69,2.96,3.64,0.91,3.06,0.0,4.64,3.21,6.05,5.01,02,leaning-right
2.09,2.11,2.63,2.67,2.96,3.7,0.91,3.1,0.0,4.75,3.3,6.18,5.07,02,leaning-right
2.13,2.15,2.64,2.71,2.91,3.63,0.93,3.13,0.01,4.78,3.19,6.01,5.05,02,leaning-right
2.14,2.13,2.63,2.74,2.92,3.58,0.89,3.05,0.0,4.72,3.24,6.05,5.05,02,leaning-right
2.14,2.19,2.6,2.71,2.92,3.64,0.93,3.11,0.0,4.75,3.25,6.14,5.05,02,leaning-right
2.11,2.15,2.66,2.78,2.97,3.66,0.91,3.1,0.0,4.78,3.25,6.14,4.93,02,leaning-right
2.16,2.16,2.64,2.69,2.92,3.63,0.93,3.1,0.01,4.72,3.28,6.22,5.05,02,leaning-right
2.13,2.16,2.66,2.74,2.97,3.7,0.93,3.11,0.01,4.78,3.26,6.1,4.99,02,leaning-right
2.13,2.17,2.66,2.76,2.9,3.63,0.93,3.06,0.0,4.78,3.26,5.93,4.89,02,leaning-right
2.11,2.15,2.66,2.71,2.91,3.72,0.94,3.08,0.01,4.66,3.24,6.14,4.99,02,leaning-right
2.11,2.14,2.63,2.71,2.91,3.63,0.94,3.04,0.01,4.78,3.24,6.18,5.01,02,leaning-right
2.11,2.1,2.65,2.72,2.97,3.61,0.93,3.06,0.01,4.78,3.21,6.1,5.05,02,leaning-right
2.14,2.15,2.61,2.72,2.91,3.64,0.94,3.13,0.0,4.69,3.2,6.1,4.99,02,leaning-right
2.13,2.1,2.67,2.74,2.92,3.66,0.96,3.08,0.0,4.72,3.26,6.18,5.07,02,leaning-right
2.11,2.16,2.64,2.71,2.95,3.7,0.95,3.1,0.01,4.78,3.28,6.18,5.01,02,leaning-right
2.13,2.16,2.6,2.64,2.97,3.63,0.94,3.04,0.0,4.72,3.25,5.97,4.95,02,leaning-right
2.11,2.16,2.65,2.72,2.94,3.63,0.96,3.05,0.0,4.75,3.24,6.01,4.99,02,leaning-right
2.14,2.15,2.71,2.71,3.01,3.67,0.98,3.03,0.01,4.72,3.24,6.01,4.95,02,leaning-right
2.15,2.11,2.65,2.7,2.94,3.63,0.95,3.06,0.01,4.75,3.33,6.05,5.05,02,leaning-right
2.15,2.15,2.69,2.72,2.92,3.63,0.95,3.1,0.0,4.75,3.28,5.97,5.01,02,leaning-right
2.09,2.2,3.19,1.96,2.03,2.6,0.88,4.66,0.0,3.17,0.0,4.32,4.43,02,upright
2.11,2.21,3.26,1.99,2.08,2.65,0.88,4.66,0.0,3.21,0.0,4.4,4.5,02,upright
2.1,2.21,3.24,1.98,2.08,2.66,0.88,4.69,0.0,3.21,0.0,4.38,4.45,02,upright
2.1,2.19,3.2,1.95,2.06,2.65,0.89,4.72,0.0,3.19,0.0,4.3,4.47,02,upright
2.09,2.21,3.19,1.98,2.06,2.64,0.88,4.66,0.0,3.21,0.0,4.3,4.43,02,upright
2.11,2.21,3.17,1.96,2.09,2.63,0.88,4.69,0.0,3.2,0.0,4.32,4.43,02,upright
2.09,2.2,3.17,1.96,2.06,2.64,0.89,4.69,0.0,3.21,0.0,4.32,4.45,02,upright
2.09,2.2,3.19,1.98,2.08,2.63,0.89,4.66,0.0,3.2,0.0,4.32,4.45,02,upright
2.09,2.21,3.2,1.96,2.06,2.66,0.88,4.72,0.0,3.19,0.0,4.32,4.47,02,upright
2.06,2.21,3.21,1.96,2.09,2.64,0.88,4.72,0.0,3.17,0.0,4.3,4.43,02,upright
2.09,2.2,3.19,1.96,2.09,2.63,0.89,4.66,0.0,3.14,0.0,4.32,4.43,02,upright
2.15,2.21,3.24,2.0,2.11,2.72,0.95,4.84,0.0,3.3,0.0,4.53,4.61,02,upright
2.13,2.25,3.25,2.01,2.11,2.74,0.95,4.89,0.0,3.35,0.0,4.56,4.56,02,upright
2.13,2.25,3.25,2.01,2.11,2.72,0.95,4.86,0.0,3.3,0.0,4.56,4.59,02,upright
2.11,2.26,3.21,2.03,2.11,2.74,0.95,4.8,0.0,3.33,0.0,4.56,4.59,02,upright
2.14,2.26,3.24,2.01,2.11,2.71,0.98,4.8,0.0,3.31,0.0,4.5,4.61,02,upright
2.15,2.26,3.26,2.03,2.11,2.74,0.96,4.86,0.0,3.31,0.0,4.53,4.64,02,upright
2.14,2.26,3.25,2.01,2.09,2.74,0.95,4.86,0.0,3.31,0.0,4.53,4.61,02,upright
2.14,2.24,3.25,2.03,2.09,2.7,0.95,4.86,0.0,3.28,0.0,4.56,4.61,02,upright
2.15,2.26,3.26,2.03,2.11,2.74,0.95,4.89,0.0,3.3,0.0,4.47,4.61,02,upright
2.15,2.25,3.26,2.0,2.13,2.72,0.95,4.84,0.0,3.3,0.0,4.5,4.64,02,upright
2.15,2.26,3.24,2.03,2.11,2.71,0.95,4.86,0.0,3.28,0.0,4.5,4.56,02,upright
2.13,2.25,3.26,2.03,2.1,2.72,0.98,4.86,0.0,3.25,0.0,4.5,4.64,02,upright
2.15,2.22,3.28,2.05,2.11,2.74,0.99,4.89,0.0,3.28,0.0,4.59,4.61,02,upright
2.11,2.25,3.24,2.04,2.11,2.75,0.95,4.86,0.0,3.26,0.0,4.53,4.59,02,upright
2.15,2.22,3.25,2.06,2.11,2.71,0.98,4.86,0.0,3.3,0.0,4.53,4.66,02,upright
2.15,2.26,3.26,2.06,2.11,2.74,0.96,4.84,0.0,3.31,0.0,4.53,4.59,02,upright
2.15,2.25,3.26,2.03,2.11,2.75,0.95,4.86,0.0,3.31,0.0,4.59,4.64,02,upright
2.17,2.25,3.24,2.08,2.11,2.74,0.95,4.86,0.0,3.33,0.0,4.56,4.64,02,upright
2.15,2.25,3.25,2.08,2.14,2.74,0.95,4.84,0.0,3.35,0.0,4.56,4.64,02,upright
2.15,2.26,3.25,2.06,2.1,2.74,0.95,4.86,0.0,3.3,0.0,4.56,4.61,02,upright
2.16,2.25,3.24,2.04,2.09,2.69,0.95,4.75,0.0,3.26,0.0,4.5,4.59,02,upright
2.13,2.21,3.24,2.03,2.1,2.74,0.95,4.84,0.0,3.25,0.0,4.53,4.5,02,upright
2.13,2.24,3.25,2.04,2.1,2.72,0.95,4.86,0.01,3.3,0.0,4.56,4.53,02,upright
2.06,2.19,3.15,2.0,2.03,2.66,0.91,4.64,0.0,3.15,0.0,4.35,4.4,02,upright
2.05,2.2,3.19,1.95,2.09,2.65,0.91,4.61,0.0,3.15,0.0,4.3,4.47,02,upright
2.06,2.19,3.15,1.99,2.04,2.64,0.95,4.66,0.0,3.13,0.0,4.43,4.47,02,upright
2.06,2.15,3.05,1.95,1.92,2.59,0.93,3.84,0.0,3.03,0.0,4.24,4.16,02,upright
2.15,2.26,3.24,2.05,2.08,2.7,0.94,4.84,0.0,3.28,0.0,4.45,4.5,02,upright
2.11,2.22,3.24,2.03,2.11,2.71,0.95,4.78,0.0,3.28,0.0,4.56,4.61,02,upright
2.1,2.22,3.25,2.06,2.09,2.72,0.95,4.95,0.0,3.31,0.0,4.56,4.69,02,upright
2.11,2.24,3.26,2.09,2.09,2.71,0.93,4.86,0.0,3.28,0.0,4.56,4.64,02,upright
2.16,2.24,3.28,2.06,2.15,2.8,0.95,4.89,0.0,3.33,0.0,4.69,4.69,02,upright
2.15,2.21,3.24,2.04,2.08,2.71,0.93,4.86,0.0,3.28,0.0,4.64,4.66,02,upright
2.1,2.19,3.35,2.08,2.11,2.76,0.95,4.78,0.03,3.33,0.0,4.61,4.64,02,upright
2.16,2.24,3.33,2.03,2.15,2.8,0.95,4.93,0.0,3.26,0.0,4.61,4.66,02,upright
2.19,2.25,3.26,2.05,2.1,2.74,0.95,4.86,0.01,3.28,0.0,4.69,4.72,02,upright
2.19,2.26,3.28,2.01,2.11,2.8,0.94,4.86,0.0,3.25,0.0,4.66,4.72,02,upright
2.17,2.26,3.28,2.1,2.11,2.72,0.95,4.86,0.0,3.3,0.0,4.72,4.64,02,upright
2.16,2.25,3.26,2.06,2.11,2.74,0.98,4.86,0.0,3.36,0.0,4.64,4.69,02,upright
2.17,2.29,3.35,2.06,2.15,2.71,0.95,4.84,0.0,3.35,0.0,4.66,4.66,02,upright
2.15,2.3,3.19,2.09,2.1,2.74,0.95,4.93,0.01,3.35,0.0,4.61,4.64,02,upright
2.16,2.26,3.28,2.08,2.09,2.74,0.95,4.75,0.01,3.38,0.0,4.69,4.69,02,upright
2.25,2.26,3.25,2.06,2.13,2.75,0.95,4.86,0.01,3.38,0.0,4.66,4.75,02,upright
2.19,2.25,3.28,2.03,2.06,2.76,0.95,4.75,0.0,3.3,0.0,4.64,4.66,02,upright
2.22,2.31,3.31,2.11,2.17,2.84,0.95,4.89,0.0,3.31,0.0,4.75,4.66,02,upright
2.19,2.26,3.25,2.06,2.14,2.75,0.95,4.89,0.01,3.35,0.0,4.64,4.66,02,upright
2.16,2.26,3.24,2.09,2.15,2.71,0.94,4.84,0.0,3.28,0.0,4.64,4.78,02,upright
2.21,2.29,3.24,2.08,2.15,2.78,0.95,4.93,0.0,3.31,0.0,4.64,4.66,02,upright
2.21,2.29,3.3,2.11,2.11,2.81,0.95,4.75,0.01,3.3,0.0,4.64,4.72,02,upright
2.2,2.28,3.21,2.01,2.1,2.75,0.95,4.8,0.01,3.24,0.0,4.64,4.69,02,upright
2.19,2.26,3.26,2.06,2.11,2.71,0.98,4.84,0.01,3.31,0.0,4.64,4.69,02,upright
2.16,2.28,3.31,2.05,2.15,2.75,0.96,4.86,0.0,3.3,0.0,4.61,4.8,02,upright
2.16,2.25,3.26,2.06,2.13,2.76,0.96,4.89,0.01,3.3,0.0,4.72,4.8,02,upright
2.2,2.29,3.28,2.13,2.16,2.75,0.98,4.89,0.0,3.3,0.0,4.64,4.72,02,upright
2.2,2.26,3.35,2.05,2.13,2.78,0.95,4.86,0.0,3.25,0.0,4.64,4.72,02,upright
2.21,2.28,3.33,2.11,2.13,2.8,0.98,4.89,0.0,3.25,0.0,4.66,4.78,02,upright
2.17,2.31,3.25,2.06,2.11,2.79,0.96,4.93,0.0,3.28,0.0,4.69,4.66,02,upright
2.21,2.28,3.28,2.08,2.15,2.78,0.98,4.89,0.0,3.31,0.0,4.61,4.78,02,upright
2.25,2.24,3.28,2.08,2.11,2.83,0.98,4.95,0.01,3.31,0.0,4.56,4.61,02,upright
2.21,2.26,3.3,2.08,2.09,2.74,0.96,4.86,0.0,3.31,0.0,4.64,4.78,02,upright
2.26,2.22,3.19,2.11,2.14,2.8,0.96,4.95,0.0,3.35,0.0,4.61,4.72,02,upright
2.21,2.22,3.28,2.06,2.09,2.76,0.96,4.84,0.0,3.28,0.0,4.66,4.72,02,upright
2.16,2.2,3.28,2.08,2.13,2.78,0.96,4.78,0.01,3.35,0.0,4.64,4.72,02,upright
2.2,2.25,3.28,2.06,2.11,2.72,0.96,4.86,0.0,3.28,0.0,4.64,4.69,02,upright
2.19,2.24,3.26,2.06,2.11,2.76,0.98,4.89,0.0,3.31,0.0,4.53,4.78,02,upright
2.15,2.24,3.33,2.06,2.19,2.72,0.95,5.05,0.0,2.94,0.0,4.64,4.69,02,upright
2.21,2.22,3.24,2.09,2.1,2.75,0.96,4.89,0.0,3.33,0.0,4.59,4.64,02,upright
2.2,2.26,3.28,2.08,2.15,2.79,0.94,5.01,0.0,3.4,0.0,4.64,4.75,02,upright
2.19,2.26,3.28,2.1,2.1,2.78,0.96,4.89,0.0,3.33,0.0,4.64,4.69,02,upright
2.2,2.28,3.26,2.11,2.1,2.74,0.98,4.84,0.0,3.33,0.0,4.64,4.78,02,upright
2.19,2.25,3.26,2.09,2.15,2.76,0.99,4.78,0.01,3.41,0.0,4.56,4.64,02,upright
2.19,2.22,3.31,2.14,2.11,2.76,0.99,4.89,0.0,3.33,0.0,4.61,4.64,02,upright
2.17,2.24,3.31,2.08,2.14,2.75,0.98,4.86,0.0,3.3,0.0,4.66,4.75,02,upright
2.2,2.25,3.28,2.08,2.17,2.8,0.98,4.89,0.0,3.33,0.0,4.66,4.69,02,upright
2.25,2.24,3.3,2.09,2.14,2.84,0.98,4.84,0.0,3.3,0.0,4.66,4.72,02,upright
2.19,2.2,3.25,2.06,2.15,2.79,0.96,4.84,0.0,3.36,0.0,4.56,4.75,02,upright
2.17,2.26,3.3,2.09,2.15,2.76,0.96,4.86,0.01,3.35,0.0,4.61,4.75,02,upright
2.15,2.16,3.21,2.06,2.15,2.75,0.95,4.93,0.0,3.31,0.0,4.59,4.64,02,upright
2.17,2.22,3.26,2.08,2.15,2.78,0.99,4.78,0.01,3.31,0.0,4.64,4.72,02,upright
2.16,2.26,3.25,2.09,2.15,2.8,0.95,4.93,0.01,3.31,0.0,4.64,4.72,02,upright
2.1,2.21,3.25,2.09,2.15,2.76,0.96,4.86,0.0,3.33,0.0,4.56,4.66,02,upright
2.19,2.25,3.3,2.13,2.16,2.75,0.98,4.89,0.0,3.33,0.0,4.66,4.75,02,upright
2.19,2.21,3.26,2.09,2.16,2.81,0.96,4.84,0.0,3.36,0.0,4.53,4.78,02,upright
2.19,2.21,3.24,2.11,2.13,2.76,0.95,4.8,0.0,3.31,0.0,4.56,4.69,02,upright
2.15,2.21,3.25,2.1,2.16,2.78,0.96,4.93,0.0,3.28,0.0,4.66,4.69,02,upright
2.17,2.21,3.25,2.08,2.15,2.8,0.95,4.95,0.01,3.38,0.0,4.59,4.66,02,upright
2.19,2.14,3.28,2.09,2.13,2.76,0.96,4.86,0.0,3.35,0.0,4.59,4.75,02,upright
2.26,2.24,3.31,2.09,2.19,2.81,0.95,4.99,0.01,3.33,0.0,4.59,4.69,02,upright
2.19,2.24,3.26,2.04,2.17,2.79,0.95,4.89,0.0,3.35,0.0,4.56,4.69,02,upright
2.19,2.22,3.28,2.09,2.15,2.8,0.96,4.89,0.01,3.36,0.0,4.69,4.75,02,upright
2.19,2.17,3.35,2.06,2.15,2.8,0.96,4.84,0.01,3.33,0.0,4.61,4.66,02,upright
2.15,2.19,3.35,2.11,2.14,2.79,0.96,4.75,0.0,3.35,0.0,4.59,4.69,02,upright
2.17,2.22,3.28,2.06,2.21,2.79,0.95,4.84,0.0,3.38,0.0,4.66,4.72,02,upright
2.19,2.25,3.28,2.06,2.15,2.79,0.95,4.84,0.03,3.28,0.0,4.56,4.72,02,upright
2.11,2.25,3.28,2.08,2.15,2.76,0.95,4.75,0.0,3.3,0.0,4.59,4.69,02,upright
2.16,2.3,3.3,2.11,2.2,2.85,0.96,4.84,0.0,3.36,0.0,4.53,4.8,02,upright
2.15,2.2,3.17,2.03,2.15,2.8,0.94,4.84,0.0,3.3,0.0,4.59,4.66,02,upright
2.21,2.3,3.4,2.14,2.19,2.83,0.96,4.93,0.0,3.36,0.0,4.72,4.69,02,upright
2.25,2.28,3.35,2.14,2.19,2.84,1.0,5.01,0.01,3.4,0.0,4.72,4.78,02,upright
2.17,2.22,3.3,2.11,2.17,2.83,0.98,4.95,0.0,3.4,0.0,4.69,4.8,02,upright
2.29,2.33,3.36,2.15,2.2,2.81,0.98,5.05,0.01,3.42,0.0,4.72,4.86,02,upright
2.24,2.31,3.33,2.13,2.19,2.81,0.98,4.99,0.0,3.38,0.0,4.69,4.86,02,upright
2.25,2.26,3.33,2.1,2.19,2.83,1.0,5.01,0.0,3.41,0.0,4.84,4.89,02,upright
2.26,2.26,3.28,2.14,2.15,2.91,1.0,5.07,0.0,3.4,0.0,4.75,4.84,02,upright
2.22,2.28,3.35,2.06,2.19,2.85,0.99,4.99,0.0,3.41,0.0,4.72,4.86,02,upright
2.22,2.26,3.35,2.11,2.17,2.83,1.0,4.99,0.01,3.45,0.0,4.75,4.84,02,upright
2.2,2.22,3.3,2.11,2.19,2.84,0.99,5.01,0.0,3.41,0.0,4.78,4.86,02,upright
2.3,2.33,3.36,2.11,2.17,2.85,0.96,5.05,0.0,3.42,0.0,4.66,4.8,02,upright
2.22,2.26,3.41,2.15,2.24,2.9,0.95,4.93,0.01,3.45,0.0,4.75,4.95,02,upright
2.2,2.28,3.38,2.1,2.2,2.85,0.98,5.05,0.0,3.42,0.0,4.78,4.89,02,upright
2.22,2.29,3.36,2.04,2.19,2.81,0.95,4.95,0.0,3.38,0.0,4.72,4.8,02,upright
2.28,2.29,3.4,2.15,2.22,2.88,0.98,5.05,0.0,3.45,0.0,4.69,4.78,02,upright
2.22,2.28,3.35,2.1,2.26,2.89,0.96,5.07,0.01,3.5,0.0,4.72,4.8,02,upright
2.25,2.33,3.36,2.11,2.19,2.85,0.98,5.07,0.01,3.45,0.0,4.66,4.84,02,upright
2.2,2.29,3.31,2.11,2.2,2.84,0.96,5.07,0.03,3.41,0.0,4.8,4.61,02,upright
2.24,2.28,3.41,2.11,2.21,2.84,0.99,4.99,0.01,3.41,0.0,4.75,4.93,02,upright
2.21,2.3,3.26,2.09,2.19,2.8,0.95,4.99,0.01,3.46,0.0,4.69,4.8,02,upright
2.21,2.28,3.33,2.14,2.24,2.8,0.95,4.99,0.01,3.5,0.0,4.75,4.84,02,upright
2.26,2.34,3.36,2.15,2.19,2.84,0.96,5.01,0.0,3.45,0.0,4.78,4.86,02,upright
2.21,2.26,3.36,2.1,2.15,2.83,0.95,4.89,0.0,3.41,0.0,4.72,4.8,02,upright
2.22,2.3,3.4,2.11,2.2,2.85,0.98,4.99,0.01,3.46,0.0,4.78,4.89,02,upright
2.21,2.25,3.33,2.1,2.2,2.88,0.99,4.99,0.0,3.42,0.0,4.78,4.8,02,upright
2.15,2.22,3.28,2.15,2.17,2.81,0.96,4.99,0.01,3.5,0.0,4.3,4.72,02,upright
2.22,2.28,3.36,2.19,2.21,2.88,0.95,4.89,0.01,3.5,0.0,4.75,4.86,02,upright
2.19,2.26,3.33,2.08,2.21,2.83,0.96,4.95,0.0,3.46,0.0,4.75,4.89,02,upright
2.2,2.31,3.38,2.09,2.2,2.78,1.0,5.07,0.01,3.42,0.0,4.72,4.89,02,upright
2.22,2.33,3.36,2.09,2.24,2.89,0.96,5.05,0.0,3.42,0.0,4.8,4.75,02,upright
2.24,2.26,3.33,2.11,2.2,2.83,0.96,4.95,0.0,3.46,0.0,4.66,4.75,02,upright
2.25,2.31,3.33,2.14,2.16,2.85,0.96,5.01,0.0,3.42,0.0,4.75,4.86,02,upright
2.25,2.29,3.33,2.13,2.25,2.83,0.95,5.01,0.0,3.45,0.0,4.75,4.86,02,upright
2.21,2.26,3.33,2.1,2.19,2.84,0.98,4.99,0.0,3.46,0.0,4.69,4.84,02,upright
2.25,2.26,3.28,2.17,2.17,2.81,0.95,4.99,0.0,3.45,0.0,4.75,4.84,02,upright
2.19,2.24,3.33,2.13,2.2,2.81,0.95,5.05,0.0,3.45,0.0,4.69,4.8,02,upright
2.21,2.26,3.4,2.09,2.21,2.85,1.0,4.86,0.0,3.42,0.0,4.75,4.86,02,upright
2.21,2.28,3.33,2.11,2.24,2.76,0.95,5.01,0.0,3.42,0.0,4.75,4.8,02,upright
2.26,2.26,3.36,2.11,2.22,2.85,0.99,4.99,0.0,3.42,0.0,4.72,4.8,02,upright
2.3,2.28,3.36,2.11,2.2,2.9,0.95,4.95,0.0,3.42,0.0,4.66,4.86,02,upright
2.22,2.28,3.33,2.13,2.15,2.83,0.98,4.95,0.0,3.26,0.0,4.64,4.56,02,upright
2.21,2.29,3.38,2.11,2.2,2.84,1.0,4.95,0.0,3.54,0.0,4.8,4.84,02,upright
2.19,2.29,3.28,2.11,2.21,2.84,0.99,5.01,0.0,3.47,0.0,4.84,4.95,02,upright
2.28,2.3,3.36,2.11,2.17,2.91,0.98,4.95,0.0,3.41,0.0,4.75,4.84,02,upright
2.25,2.34,3.35,2.15,2.19,2.8,0.98,4.99,0.0,3.41,0.0,4.78,4.8,02,upright
2.21,2.26,3.33,2.11,2.2,2.81,0.99,5.07,0.01,3.42,0.0,4.86,4.95,02,upright
2.26,2.36,3.36,2.16,2.21,2.81,0.98,5.01,0.0,3.45,0.0,4.8,4.84,02,upright
2.26,2.33,3.33,2.1,2.21,2.83,0.99,4.95,0.0,3.41,0.0,4.66,4.78,02,upright
2.21,2.28,3.36,2.11,2.21,2.9,1.01,5.07,0.03,3.45,0.0,4.78,4.84,02,upright
2.29,2.31,3.38,2.13,2.21,2.81,0.99,4.99,0.01,3.47,0.0,4.78,4.84,02,upright
2.3,2.29,3.35,2.11,2.22,2.79,0.98,4.84,0.0,3.4,0.0,4.75,4.66,02,upright
2.26,2.3,3.35,2.14,2.21,2.81,0.99,4.99,0.0,3.42,0.0,4.89,4.3,02,upright
2.17,2.13,3.19,2.08,2.06,2.76,0.88,4.78,0.0,3.41,0.0,5.2,4.03,02,upright
2.21,2.26,3.26,2.11,2.15,2.71,0.88,4.86,0.0,3.45,0.0,5.2,4.53,02,upright
2.22,2.4,3.38,2.11,2.21,2.81,0.96,4.84,0.01,3.51,0.0,4.8,4.53,02,upright
2.16,2.34,3.4,2.14,2.25,2.81,0.91,4.99,0.01,3.54,0.0,4.84,4.64,02,upright
2.22,2.34,3.26,2.13,2.2,2.8,0.93,4.89,0.0,3.51,0.0,4.86,4.75,02,upright
2.22,2.35,3.4,2.16,2.28,2.88,0.95,4.99,0.0,3.58,0.0,4.78,4.69,02,upright
2.21,2.33,3.35,2.15,2.21,2.81,0.96,4.99,0.0,3.54,0.0,4.75,4.66,02,upright
2.26,2.29,3.35,2.15,2.2,2.81,0.91,4.89,0.01,3.59,0.0,4.8,4.78,02,upright
2.26,2.3,3.31,2.16,2.19,2.88,0.96,4.89,0.0,3.55,0.0,4.84,4.72,02,upright
2.28,2.33,3.31,2.16,2.21,2.83,0.93,4.89,0.01,3.54,0.0,4.78,4.72,02,upright
2.25,2.31,3.36,2.15,2.21,2.83,0.94,4.99,0.03,3.54,0.0,4.78,4.75,02,upright
2.3,2.33,3.36,2.16,2.24,2.8,0.91,4.99,0.0,3.5,0.0,4.8,4.78,02,upright
2.26,2.29,3.35,2.19,2.24,2.9,0.96,5.01,0.0,3.54,0.0,4.84,4.69,02,upright
2.3,2.3,3.35,2.16,2.21,2.84,0.96,4.89,0.0,3.58,0.0,4.8,4.84,02,upright
2.26,2.3,3.35,2.19,2.11,2.89,0.95,4.89,0.0,3.51,0.0,4.8,4.75,02,upright
2.3,2.21,3.35,2.19,2.2,2.88,0.98,4.95,0.0,3.61,0.0,4.8,4.8,02,upright
2.29,2.31,3.38,2.19,2.17,2.81,0.94,4.95,0.0,3.58,0.0,4.86,4.78,02,upright
2.3,2.29,3.41,2.19,2.22,2.84,0.98,4.99,0.0,3.55,0.0,4.75,4.84,02,upright
2.3,2.35,3.38,2.16,2.22,2.84,0.96,5.05,0.03,3.55,0.0,4.84,4.72,02,upright
2.3,2.36,3.41,2.21,2.2,2.84,0.96,4.89,0.0,3.51,0.0,4.78,4.75,02,upright
2.29,2.31,3.36,2.16,2.21,2.83,0.94,4.93,0.0,3.5,0.0,4.8,4.8,02,upright
2.26,2.31,3.38,2.17,2.2,2.84,0.96,4.93,0.0,3.5,0.0,4.84,4.84,02,upright
